,diagrp,Cause,SOdm,Occupation,Observed,Exp_Adj,PMR_Adj,Lower_Adj,Upper_Adj,Exp_Unadj,PMR_Unadj,Lower_Unadj,Upper_Unadj
4250,24,Cancer of the bronchus,89,Tobacco Process Operatives,39,24.74797,157.5887,112.0609,215.429,22.78234,171.1852,121.7294,234.0159
11729,67,Diabetes,162,Other Assemblers/Lineworkers nes,8,5.078876,157.5152,68.00324,310.3679,5.143106,155.548,67.15398,306.4919
7624,43,Urothelial cancer,23,Driving Instructors (excluding HGV),22,13.9677,157.5063,98.70847,238.4667,13.67417,160.8873,100.8273,243.5856
13529,77,Dementia,146,"Metal Plate Workers, Shipwrights, Riveters",21,13.3441,157.3729,97.41608,240.561,14.09042,149.0375,92.25632,227.8194
14855,85,Motor neuron disease,14,Clergy,12,7.626309,157.35,81.30538,274.859,4.676469,256.6039,132.5915,448.2356
21917,124,Chronic bronchitis and emphysema,17,Nurses,105,66.73119,157.3477,128.6737,190.4891,93.92267,111.7941,91.42144,135.3407
25314,142,Duodenal ulcer,173,"Mains & Service Pipe Layers, Pipe Jointers",7,4.448899,157.3423,63.2606,324.1858,4.044683,173.0667,69.58272,356.5842
9054,52,Non-Hodgkin's lymphoma,5,Computer Programmers and Managers,14,8.897972,157.3392,86.01848,263.9883,6.630767,211.137,115.4301,354.2516
3860,22,Cancer of the nose and nasal sinuses,60,Other Service Personnel,10,6.357264,157.3004,75.43182,289.2817,6.608655,151.3167,72.56242,278.2775
32227,181,Motor vehicle traffic accidents,10,Teachers in Higher Education,13,8.265818,157.2742,83.74247,268.9438,7.007466,185.5164,98.78036,317.2388
1851,11,Cancer of the pharynx (specified),42,Butchers,8,5.087232,157.2564,67.89154,309.8581,5.374197,148.8595,64.26634,293.3127
1794,10,Cancer of the salivary glands,183,Lorry drivers,20,12.71959,157.2377,96.04472,242.8411,12.58263,158.9492,97.09016,245.4844
2931,17,Cancer of the liver,36,Seafarers,34,21.63131,157.1796,108.8515,219.6427,20.99897,161.9127,112.1293,226.2568
28832,162,Urinary infections,54,"Postal Workers, Mail Sorters",24,15.27124,157.1582,100.6945,233.8389,15.45306,155.309,99.50973,231.0875
28271,159,Pancreatitis,36,Seafarers,10,6.363187,157.154,75.36161,289.0124,6.541691,152.8657,73.30521,281.1261
23319,131,Asbestosis,169,"Builders, Building Contractors",6,3.822688,156.9576,57.60083,341.6314,3.276214,183.1382,67.20867,398.6156
8244,46,Cancer of the brain,105,Cabinet Makers,10,6.37297,156.9127,75.24592,288.5687,7.144569,139.9665,67.11951,257.4039
3628,21,Cancer of the peritoneum,9,Other Administrators,10,6.375398,156.853,75.21727,288.4589,6.748244,148.1867,71.06145,272.5213
10087,57,Chronic lymphatic leukaemia,143,Electrical Engineers (not professional),14,8.927974,156.8105,85.72942,263.1011,9.54554,146.6654,80.183,246.0793
16064,91,Hypertensive disease,147,Steel Erectors,18,11.48313,156.7517,92.90062,247.7356,11.88356,151.4697,89.7702,239.3878
30740,172,"Infections of skin, joints and bones",169,"Builders, Building Contractors",8,5.103742,156.7477,67.67191,308.8557,5.435939,147.1687,63.53641,289.9812
2278,13,Cancer of the stomach,113,Rollers,6,3.831769,156.5856,57.46432,340.8217,3.577691,167.7059,61.54528,365.0259
21464,121,Bronchopneumonia,113,Rollers,7,4.474009,156.4592,62.90556,322.3664,4.620639,151.4942,60.90933,312.1365
26236,147,Inguinal hernia,190,Storekeepers & warehousemen/women,11,7.031302,156.4433,78.09648,279.9197,6.634914,165.7896,82.76218,296.6429
836,5,Septicaemia,120,Other Metal Manufacturers,9,5.752946,156.4416,71.53553,296.9748,5.978544,150.5383,68.83616,285.7686
15012,85,Motor neuron disease,188,Fork Lift & Mechanical Truck Drivers,14,8.950221,156.4207,85.51633,262.4471,9.861579,141.9651,77.61333,238.1931
4049,23,Cancer of the larynx,68,Leather & shoe workers,9,5.756708,156.3394,71.48878,296.7807,5.657488,159.0812,72.74254,301.9856
9601,55,All leukaemias,9,Other Administrators,10,6.398842,156.2783,74.94168,287.402,6.725041,148.698,71.30663,273.4615
32220,181,Motor vehicle traffic accidents,3,Personnel Managers etc,8,5.119793,156.2563,67.45975,307.8874,4.832061,165.5608,71.47675,326.2211
30612,172,"Infections of skin, joints and bones",24,Literary and Artistic Occupations,6,3.839979,156.2509,57.34146,340.093,3.35079,179.0622,65.71286,389.7439
1579,9,Cancer of the oral cavity,142,Other Electrical/Electronic Trades nes,12,7.680614,156.2375,80.73053,272.9157,7.639403,157.0803,81.16603,274.3879
28893,162,Urinary infections,122,"Centre, Capstan, Turret & Other Lathe Setters & Setter-Oper",6,3.8413,156.1971,57.32174,339.976,4.111563,145.9299,53.55385,317.6286
14751,84,Parkinson's disease,96,Printing Machine Minders & Assistants,6,3.843858,156.0932,57.2836,339.7498,4.428693,135.4802,49.71896,294.8839
2660,15,Cancer of the colon,136,Production Fitters (electrical/electronic),19,12.17641,156.0394,93.94556,243.6752,12.79913,148.4476,89.37482,231.8197
21955,124,Chronic bronchitis and emphysema,55,Petrol Pump Forecourt Attendants,21,13.47021,155.8995,96.50404,238.3088,16.8357,124.7349,77.21271,190.6704
31626,177,Rheumatoid arthritis,143,Electrical Engineers (not professional),7,4.493434,155.7829,62.63362,320.9728,4.47503,156.4235,62.8912,322.2928
22387,126,Bronchiectasis,133,"Motor Mechanics, Auto Engineers (including road patrol engi",14,8.989465,155.7379,85.14301,261.3014,9.027175,155.0873,84.78732,260.2099
24945,140,Oesophageal disease,165,"Bricklayers, Masons",7,4.495451,155.713,62.60551,320.8288,4.701228,148.8972,59.8652,306.7858
25483,143,Peptic ulcer,160,Painters & Decorators,14,8.992907,155.6782,85.1104,261.2014,8.885985,157.5515,86.13451,264.3444
10473,59,Chronic myeloid leukaemia,174,Other Construction Workers,15,9.636175,155.6634,87.12378,256.743,12.31968,121.7565,68.14628,200.8186
8152,46,Cancer of the brain,8,Government administrators,33,21.20686,155.61,107.1149,218.5344,14.64468,225.3378,155.1123,316.4583
3262,19,Cancer of the pancreas,5,Computer Programmers and Managers,20,12.85779,155.5477,95.01244,240.231,10.4516,191.3583,116.8864,295.5375
5069,29,Cancer of soft tissue,2,Accountants and Financial Managers,15,9.645367,155.5151,87.04076,256.4983,6.726027,223.0143,124.8196,367.8278
25053,141,Gastric ulcer,76,Bakers,7,4.501327,155.5097,62.52379,320.41,4.530636,154.5037,62.11931,318.3372
11662,67,Diabetes,79,Paper manufacturers,17,10.9381,155.4201,90.53767,248.8422,11.5039,147.7759,86.08469,236.6031
36934,207,Fall unspecified,11,School Teachers,9,5.793959,155.3342,71.02915,294.8726,6.034523,149.1419,68.1976,283.1176
35846,201,Fall from ladder or scaffolding,9,Other Administrators,12,7.725419,155.3314,80.26231,271.3329,7.142081,168.0183,86.81783,293.4943
19272,109,Arterial embolism and thrombosis,88,Other coal miners,13,8.371361,155.2914,82.68667,265.553,7.109472,182.8546,97.36307,312.6871
40346,225,Other accidents,182,Bus & Coach Drivers,8,5.15673,155.1371,66.97655,305.6821,5.909524,135.3747,58.44464,266.7423
8170,46,Cancer of the brain,26,Biological scientists,10,6.457222,154.8654,74.26414,284.8036,3.514229,284.5575,136.4567,523.3126
1605,9,Cancer of the oral cavity,175,"Face Trained Coalmining Workers, Shotfireres & Deputies",7,4.521155,154.8277,62.24958,319.0048,4.517764,154.9439,62.2963,319.2442
7803,44,Cancer of the kidney (except pelvis),21,Other Health Professions,16,10.3364,154.7928,88.47761,251.3738,8.314313,192.4392,109.9959,312.5093
13571,77,Dementia,196,Other Crafts,6,3.879026,154.678,56.76424,336.6695,4.135874,145.0721,53.23905,315.7616
9440,54,Myeloma,29,Electrical and Electronic Engineers (professional),9,5.820817,154.6175,70.70142,293.5121,3.98186,226.025,103.3537,429.0658
28740,161,Renal failure,158,Coach Painters,9,5.820845,154.6167,70.70107,293.5106,5.879012,153.0869,70.00156,290.6067
3048,17,Cancer of the liver,170,Rail Construction & Maintenance Workers,7,4.528782,154.567,62.14475,318.4676,4.983443,140.4651,56.47501,289.4123
27635,155,Hepatitis,132,Production fitters,6,3.882792,154.528,56.7092,336.343,4.959523,120.9794,44.39742,263.3217
15822,90,Chronic rheumatic heart disease,76,Bakers,7,4.530773,154.499,62.11743,318.3275,4.920063,142.2746,57.20252,293.1405
2970,17,Cancer of the liver,75,Chemical workers,39,25.2555,154.4218,109.809,211.0998,27.77765,140.4007,99.83854,191.9324
7742,43,Urothelial cancer,153,Coach & Vehicle Body Builders,18,11.65772,154.4041,91.50928,244.0253,11.50927,156.3957,92.68967,247.173
14793,84,Parkinson's disease,143,Electrical Engineers (not professional),26,16.8495,154.3073,100.7988,226.0957,18.56836,140.0231,91.46797,205.1662
5166,29,Cancer of soft tissue,104,Carpenters & Joiners,19,12.31381,154.2983,92.89732,240.9563,13.06044,145.4775,87.58664,227.1815
40205,225,Other accidents,24,Literary and Artistic Occupations,11,7.134687,154.1764,76.96484,275.8636,6.566974,167.5048,83.61842,299.7119
21385,121,Bronchopneumonia,28,Physical Scientists & mathematicians,34,22.06704,154.0759,106.7021,215.3057,26.75936,127.0584,87.99165,177.5513
17887,101,Other cardiomyopathies,167,Plasterers,10,6.491317,154.0519,73.87407,283.3077,6.818458,146.6607,70.32968,269.7149
11654,67,Diabetes,71,Weavers,11,7.143311,153.9902,76.87192,275.5305,7.515143,146.3711,73.06847,261.8979
3840,22,Cancer of the nose and nasal sinuses,40,"Managers in Transport, Mining and Energy Industries",6,3.897499,153.9449,56.4952,335.0738,2.904829,206.5526,75.80135,449.5789
3113,18,Cancer of the gall bladder,37,Other Technicians,6,3.899361,153.8714,56.46822,334.9138,3.366161,178.2446,65.4128,387.9642
27371,154,Peritonitis,41,General and office managers,7,4.550367,153.8337,61.84995,316.9568,4.818825,145.2636,58.40428,299.2991
7914,44,Cancer of the kidney (except pelvis),142,Other Electrical/Electronic Trades nes,42,27.31222,153.7773,110.8291,207.8623,28.44623,147.647,106.4109,199.5758
9113,52,Non-Hodgkin's lymphoma,64,Undertakers,6,3.902786,153.7363,56.41867,334.6199,3.347387,179.2443,65.77966,390.1401
7635,43,Urothelial cancer,34,Aircraft Flight Deck Officers,12,7.806299,153.722,79.43073,268.5216,6.915693,173.5184,89.65985,303.1019
10150,58,Acute myeloid leukaemia,15,Doctors,16,10.4152,153.6216,87.80819,249.4719,6.530829,244.9919,140.0343,397.8515
11582,66,Hypothyroidism,198,Other Labourers,7,4.559303,153.5323,61.72874,316.3357,2.257064,310.1374,124.693,639.0027
2834,16,Cancer of the rectum,127,Fettler,9,5.862356,153.5219,70.20044,291.4323,5.954554,151.1448,69.11349,286.9199
20838,118,Pneumoccal and unspecified lobar pneumonia,24,Literary and Artistic Occupations,18,11.73671,153.365,90.89345,242.3831,14.41366,124.8816,74.01245,197.367
10795,61,Other leukaemia,124,Machine Tool Operatives (including CNC machine tool operati,15,9.780834,153.3611,85.83521,252.9457,10.89819,137.6375,77.0348,227.012
7683,43,Urothelial cancer,82,Glass & ceramics furnace workers,9,5.873311,153.2355,70.0695,290.8887,5.799551,155.1844,70.96067,294.5883
7882,44,Cancer of the kidney (except pelvis),105,Cabinet Makers,12,7.83115,153.2342,79.17867,267.6695,8.437433,142.2233,73.48917,248.4357
1591,9,Cancer of the oral cavity,160,Painters & Decorators,34,22.20219,153.1381,106.0526,213.9951,22.15879,153.438,106.2603,214.4143
14671,84,Parkinson's disease,11,School Teachers,54,35.28615,153.0345,114.9644,199.6769,27.71973,194.8071,146.3452,254.181
15071,86,Multiple sclerosis,49,Police,9,5.883269,152.9762,69.9509,290.3964,3.634027,247.6591,113.2463,470.134
258,2,Tuberculosis,78,"Other Food, Drink & Tobacco Process Operatives nes",6,3.92234,152.9699,56.1374,332.9517,3.824608,156.8788,57.57191,341.4598
13584,78,Other alcohol-related diseases,10,Teachers in Higher Education,26,17.01818,152.7778,99.79977,223.8548,13.2411,196.3584,128.2681,287.7103
14164,81,Bacterial and unspecified meningitis,47,Farmers,13,8.51139,152.7365,81.32632,261.1841,7.837026,165.8792,88.32432,283.6586
760,5,Septicaemia,37,Other Technicians,10,6.550196,152.6672,73.21002,280.7611,5.58204,179.146,85.90767,329.4566
9194,52,Non-Hodgkin's lymphoma,161,Assemblers/Lineworkers (electrical/electronic goods),12,7.863045,152.6126,78.8575,266.5838,9.106239,131.7778,68.09177,230.1894
25237,142,Duodenal ulcer,79,Paper manufacturers,6,3.931798,152.6019,56.00237,332.1508,4.151933,144.511,53.03313,314.5402
27282,153,Diverticular disease,143,Electrical Engineers (not professional),11,7.2122,152.5193,76.13765,272.8987,6.97899,157.6159,78.68188,282.0179
28726,161,Renal failure,139,Telephone Fitters,11,7.216323,152.4322,76.09415,272.7428,7.467106,147.3128,73.53854,263.5827
10167,58,Acute myeloid leukaemia,32,Laboratory Technicians,12,7.87454,152.3898,78.74237,266.1946,6.363894,188.5638,97.43406,329.3832
30736,172,"Infections of skin, joints and bones",164,"Packers, Sorters and Testers",8,5.250191,152.3754,65.78427,300.2405,5.540481,144.3918,62.33755,284.5096
36956,207,Fall unspecified,33,Architects and Surveyors,6,3.938372,152.3472,55.90889,331.5964,3.549864,169.0206,62.02773,367.8873
18834,107,Other aneurysm,11,School Teachers,6,3.939225,152.3142,55.89678,331.5246,3.732048,160.7696,58.99978,349.9285
11634,67,Diabetes,51,"Launderers, Dry Cleaners, Pressers",9,5.908865,152.3135,69.64789,289.1384,5.997318,150.0671,68.62067,284.874
17813,101,Other cardiomyopathies,76,Bakers,12,7.879915,152.2859,78.68866,266.013,8.256184,145.3456,75.10249,253.8897
28802,162,Urinary infections,24,Literary and Artistic Occupations,16,10.50802,152.2646,87.03253,247.2682,10.24066,156.2399,89.30479,253.7239
2811,16,Cancer of the rectum,102,Carpet fitters,16,10.51197,152.2074,86.99987,247.1754,10.4585,152.9856,87.44468,248.4391
2908,17,Cancer of the liver,13,Welfare Workers,18,11.82599,152.2071,90.20722,240.5531,9.09083,198.0017,117.3479,312.9285
5307,30,Melanoma of skin,59,Cooks and Kitchen Porters,9,5.917001,152.1041,69.55212,288.7408,7.510854,119.8266,54.7927,227.4681
27173,153,Diverticular disease,24,Literary and Artistic Occupations,15,9.861806,152.102,85.13046,250.8689,9.077706,165.24,92.48372,272.538
5381,30,Melanoma of skin,143,Electrical Engineers (not professional),14,9.206899,152.0599,83.13223,255.1304,9.978661,140.2994,76.70268,235.3983
25114,141,Gastric ulcer,147,Steel Erectors,6,3.947662,151.9887,55.77731,330.816,3.973764,150.9903,55.41094,328.6431
28422,160,Glomerulonephritis,6,Sales Managers etc.,6,3.949219,151.9288,55.75533,330.6856,3.987993,150.4516,55.21324,327.4705
37040,207,Fall unspecified,124,Machine Tool Operatives (including CNC machine tool operati,29,19.08929,151.9177,101.7419,218.1789,19.05186,152.2161,101.9417,218.6075
2934,17,Cancer of the liver,39,Managers in Construction,30,19.75188,151.8843,102.4758,216.8244,16.17337,185.4901,125.1496,264.7989
25369,143,Peptic ulcer,30,Other Professional Engineers,10,6.585034,151.8595,72.82271,279.2757,7.932072,126.0705,60.45583,231.8486
7667,43,Urothelial cancer,66,Fishing & Related Workers,12,7.904384,151.8145,78.44508,265.1895,8.504759,141.0975,72.90742,246.4691
27814,156,Cirrhosis (not specified as biliary),129,"Tool Makers, Tool Fitters & Markers-Out",17,11.20157,151.7645,88.40817,242.9892,13.12549,129.5189,75.44935,207.372
15959,91,Hypertensive disease,32,Laboratory Technicians,16,10.54301,151.7593,86.74371,246.4476,10.30314,155.2924,88.76319,252.1851
4373,25,Cancer of the pleura,30,Other Professional Engineers,40,26.37697,151.6474,108.3392,206.5006,21.10757,189.5055,135.3855,258.0524
18765,106,Aortic aneurysm,130,Precision Instrument Makers & Repairers,88,58.03211,151.6402,121.6199,186.825,56.92693,154.5841,123.981,190.452
27700,156,Cirrhosis (not specified as biliary),8,Government administrators,14,9.232569,151.6371,82.90108,254.4211,6.792967,206.0955,112.6739,345.7929
17784,101,Other cardiomyopathies,47,Farmers,129,85.07718,151.627,126.5782,180.1705,85.32996,151.1778,126.2033,179.6368
19766,112,Arteritis,38,Production and maintenance managers,7,4.622162,151.4443,60.88926,312.0337,4.087693,171.2458,68.85058,352.8323
9572,54,Myeloma,178,Railway signal workers,6,3.963698,151.3738,55.55166,329.4777,4.450814,134.8068,49.47186,293.4183
17432,99,Mitral valve disease,57,Sales Representatives,11,7.268531,151.3373,75.54759,270.7838,5.960492,184.5485,92.12663,330.2077
14234,81,Bacterial and unspecified meningitis,124,Machine Tool Operatives (including CNC machine tool operati,10,6.612158,151.2366,72.52398,278.1301,6.407696,156.0623,74.83813,287.0049
11689,67,Diabetes,112,Furnace Operatives (metal),16,10.58691,151.13,86.38402,245.4257,11.13789,143.6538,82.11072,233.2848
40214,225,Other accidents,33,Architects and Surveyors,8,5.295836,151.0621,65.21727,297.6527,4.435251,180.3731,77.87158,355.4072
21603,122,Unspecified pneumonia,65,Forestry Workers,7,4.63672,150.9688,60.69807,311.0539,4.393386,159.3304,64.05994,328.2821
17779,101,Other cardiomyopathies,42,Butchers,20,13.2481,150.9651,92.21324,233.1535,13.13159,152.3045,93.03139,235.2221
19157,108,Peripheral valve disease,170,Rail Construction & Maintenance Workers,10,6.624408,150.9569,72.38987,277.6158,6.086127,164.3081,78.7923,302.1692
28630,161,Renal failure,33,Architects and Surveyors,18,11.93608,150.8033,89.37527,238.3346,13.47675,133.5633,79.15779,211.0879
40191,225,Other accidents,10,Teachers in Higher Education,7,4.64598,150.6679,60.5771,310.4339,4.037798,173.3618,69.70135,357.1922
24568,138,Pulmonary fibrosis,144,"Plumbers, Heating & Ventilating Engineers & Related Trades",20,13.27474,150.6621,92.0282,232.6856,13.71942,145.7787,89.0453,225.1436
2331,13,Cancer of the stomach,177,Railway guards,49,32.53897,150.5887,111.4064,199.0862,30.34147,161.4951,119.4751,213.5051
22230,125,Asthma,165,"Bricklayers, Masons",18,11.95392,150.5782,89.24187,237.9789,12.80173,140.606,83.33171,222.2184
9425,54,Myeloma,14,Clergy,18,11.95485,150.5665,89.2349,237.9603,8.176899,220.1323,130.4639,347.9045
2540,15,Cancer of the colon,7,Government Inspectors,36,23.91047,150.5616,105.4517,208.4409,20.14064,178.7431,125.1897,247.4559
17800,101,Other cardiomyopathies,63,Railway Station Staff,13,8.635275,150.5453,80.15958,257.4371,10.00046,129.9941,69.21684,222.2939
24935,140,Oesophageal disease,149,Welding Trades,6,3.986174,150.5203,55.23843,327.6199,4.164269,144.0829,52.87603,313.6085
27285,153,Diverticular disease,146,"Metal Plate Workers, Shipwrights, Riveters",7,4.653898,150.4115,60.47404,309.9058,4.504129,155.413,62.48489,320.2107
21434,121,Bronchopneumonia,77,Brewery & vinery process operatives,36,23.94379,150.3521,105.305,208.1508,24.76084,145.3909,101.8301,201.2823
2363,14,Cancer of the small intestine,11,School Teachers,6,3.991209,150.3304,55.16875,327.2066,3.06519,195.7464,71.83567,426.0583
16795,95,Cor pulmonale,160,Painters & Decorators,19,12.6435,150.2748,90.47491,234.6731,11.67577,162.7302,97.97383,254.1237
28611,161,Renal failure,14,Clergy,7,4.659836,150.2199,60.39698,309.5109,5.625852,124.4256,50.0262,256.3647
28230,158,Cholelithiasis and cholecystitis,194,"Electrical, Energy, Boiler & Related Plant Operatives & Att",6,3.998715,150.0482,55.06519,326.5924,4.258432,140.8969,51.70682,306.6739
27707,156,Cirrhosis (not specified as biliary),15,Doctors,10,6.664977,150.038,71.94923,275.9259,5.241994,190.7671,91.48046,350.8283
18465,105,Other cerebrovascular disease,4,Economists & statisticians,23,15.32978,150.0347,95.10897,225.1258,14.43396,159.3465,101.0118,239.098
