Race,Sex,Age Group,Occupation,Cause of Death (ICD),PMR,Deaths,Significance level,Lower 95% CI,Upper 95% CI
B,M,65-90,FIRE INSPECTORS & FIRE PREVENTION WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]375, [8]416, [9]416",[0]C45,,,,,
W,F,65-90,FIRE INSPECTORS & FIRE PREVENTION WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]375, [8]416, [9]416",[0]C45,,,,,
W,M,65-90,FIRE INSPECTORS & FIRE PREVENTION WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]375, [8]416, [9]416",[0]C45,,,,,
B,F,65-90,FIREFIGHTERS AND SUPERVISORS OF FIREFIGHTERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]372, 374, [8]413, 417, [9]413, 417",[0]C45,,,,,
B,M,65-90,FIREFIGHTERS AND SUPERVISORS OF FIREFIGHTERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]372, 374, [8]413, 417, [9]413, 417",[0]C45,,,,,
W,F,65-90,FIREFIGHTERS AND SUPERVISORS OF FIREFIGHTERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]372, 374, [8]413, 417, [9]413, 417",[0]C45,,,,,
W,M,65-90,FIREFIGHTERS AND SUPERVISORS OF FIREFIGHTERS,MN MESOTHELIOMA (no codes before 1999),64,<5,,13,187
,,,"[0]372, 374, [8]413, 417, [9]413, 417",[0]C45,,,,,
B,F,65-90,LAW ENFORCEMENT WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]371, 380-385, [8]414, 418-424, [9]414, 418-424",[0]C45,,,,,
B,M,65-90,LAW ENFORCEMENT WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]371, 380-385, [8]414, 418-424, [9]414, 418-424",[0]C45,,,,,
W,F,65-90,LAW ENFORCEMENT WORKERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]371, 380-385, [8]414, 418-424, [9]414, 418-424",[0]C45,,,,,
W,M,65-90,LAW ENFORCEMENT WORKERS,MN MESOTHELIOMA (no codes before 1999),118,14,,64,198
,,,"[0]371, 380-385, [8]414, 418-424, [9]414, 418-424",[0]C45,,,,,
B,F,65-90,SUPERVISORS OF POLICE AND DETECTIVES,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]371, [8]414, [9]414",[0]C45,,,,,
B,M,65-90,SUPERVISORS OF POLICE AND DETECTIVES,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]371, [8]414, [9]414",[0]C45,,,,,
W,F,65-90,SUPERVISORS OF POLICE AND DETECTIVES,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]371, [8]414, [9]414",[0]C45,,,,,
W,M,65-90,SUPERVISORS OF POLICE AND DETECTIVES,MN MESOTHELIOMA (no codes before 1999),168,<5,,20,607
,,,"[0]371, [8]414, [9]414",[0]C45,,,,,
B,F,65-90,"DETECTIVES, CRIMINAL INVESTIGATORS, POLICE AND SHERIFF’S PATROL OFFICERS, INC. SUPERVISORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]371, 382, 385, [8]414, 418, [9]414, 418",[0]C45,,,,,
B,M,65-90,"DETECTIVES, CRIMINAL INVESTIGATORS, POLICE AND SHERIFF’S PATROL OFFICERS, INC. SUPERVISORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]371, 382, 385, [8]414, 418, [9]414, 418",[0]C45,,,,,
W,F,65-90,"DETECTIVES, CRIMINAL INVESTIGATORS, POLICE AND SHERIFF’S PATROL OFFICERS, INC. SUPERVISORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]371, 382, 385, [8]414, 418, [9]414, 418",[0]C45,,,,,
W,M,65-90,"DETECTIVES, CRIMINAL INVESTIGATORS, POLICE AND SHERIFF’S PATROL OFFICERS, INC. SUPERVISORS",MN MESOTHELIOMA (no codes before 1999),143,13,,76,245
,,,"[0]371, 382, 385, [8]414, 418, [9]414, 418",[0]C45,,,,,
B,F,65-90,"DETECTIVES, CRIMINAL INVESTIGATORS, POLICE AND SHERIFF’S PATROL OFFICERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]382, 385, [8]418, [9]418",[0]C45,,,,,
B,M,65-90,"DETECTIVES, CRIMINAL INVESTIGATORS, POLICE AND SHERIFF’S PATROL OFFICERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]382, 385, [8]418, [9]418",[0]C45,,,,,
W,F,65-90,"DETECTIVES, CRIMINAL INVESTIGATORS, POLICE AND SHERIFF’S PATROL OFFICERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]382, 385, [8]418, [9]418",[0]C45,,,,,
W,M,65-90,"DETECTIVES, CRIMINAL INVESTIGATORS, POLICE AND SHERIFF’S PATROL OFFICERS",MN MESOTHELIOMA (no codes before 1999),139,11,,69,249
,,,"[0]382, 385, [8]418, [9]418",[0]C45,,,,,
B,F,65-90,"FISH, GAME & PARKING ENFORCEMENT",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]383, 384, [8]423, [9]423",[0]C45,,,,,
B,M,65-90,"FISH, GAME & PARKING ENFORCEMENT",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]383, 384, [8]423, [9]423",[0]C45,,,,,
W,F,65-90,"FISH, GAME & PARKING ENFORCEMENT",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]383, 384, [8]423, [9]423",[0]C45,,,,,
W,M,65-90,"FISH, GAME & PARKING ENFORCEMENT",MN MESOTHELIOMA (no codes before 1999),75,<5,,2,418
,,,"[0]383, 384, [8]423, [9]423",[0]C45,,,,,
B,F,65-90,"BAILIFF, CORRECTIONAL OFFICERS, JAILERS INC. SUPERVISORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]370, 380, [8]415, 424, [9]415, 423, 424",[0]C45,,,,,
B,M,65-90,"BAILIFF, CORRECTIONAL OFFICERS, JAILERS INC. SUPERVISORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]370, 380, [8]415, 424, [9]415, 423, 424",[0]C45,,,,,
W,F,65-90,"BAILIFF, CORRECTIONAL OFFICERS, JAILERS INC. SUPERVISORS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]370, 380, [8]415, 424, [9]415, 423, 424",[0]C45,,,,,
W,M,65-90,"BAILIFF, CORRECTIONAL OFFICERS, JAILERS INC. SUPERVISORS",MN MESOTHELIOMA (no codes before 1999),99,<5,,20,288
,,,"[0]370, 380, [8]415, 424, [9]415, 423, 424",[0]C45,,,,,
B,F,65-90,GUARDS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]390-395, 386, [8]425-427, [9]425-427",[0]C45,,,,,
B,M,65-90,GUARDS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]390-395, 386, [8]425-427, [9]425-427",[0]C45,,,,,
W,F,65-90,GUARDS,MN MESOTHELIOMA (no codes before 1999),447,<5,,54,1614
,,,"[0]390-395, 386, [8]425-427, [9]425-427",[0]C45,,,,,
W,M,65-90,GUARDS,MN MESOTHELIOMA (no codes before 1999),27,<5,p<0.05,3,98
,,,"[0]390-395, 386, [8]425-427, [9]425-427",[0]C45,,,,,
B,F,65-90,CROSSING GUARDS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]394, [8]425, [9]425",[0]C45,,,,,
B,M,65-90,CROSSING GUARDS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]394, [8]425, [9]425",[0]C45,,,,,
W,F,65-90,CROSSING GUARDS,MN MESOTHELIOMA (no codes before 1999),422,<5,,11,2352
,,,"[0]394, [8]425, [9]425",[0]C45,,,,,
W,M,65-90,CROSSING GUARDS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]394, [8]425, [9]425",[0]C45,,,,,
B,F,65-90,PRIVATE DETECTIVES AND GUARDS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]386, 391-392, [8]426, [9]426",[0]C45,,,,,
B,M,65-90,PRIVATE DETECTIVES AND GUARDS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]386, 391-392, [8]426, [9]426",[0]C45,,,,,
W,F,65-90,PRIVATE DETECTIVES AND GUARDS,MN MESOTHELIOMA (no codes before 1999),499,<5,,12,2779
,,,"[0]386, 391-392, [8]426, [9]426",[0]C45,,,,,
W,M,65-90,PRIVATE DETECTIVES AND GUARDS,MN MESOTHELIOMA (no codes before 1999),29,<5,,3,103
,,,"[0]386, 391-392, [8]426, [9]426",[0]C45,,,,,
B,F,65-90,ANIMAL CONTROL AND LIFEGUARDS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]390, 395, [8]427, [9]427",[0]C45,,,,,
B,M,65-90,ANIMAL CONTROL AND LIFEGUARDS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]390, 395, [8]427, [9]427",[0]C45,,,,,
W,F,65-90,ANIMAL CONTROL AND LIFEGUARDS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]390, 395, [8]427, [9]427",[0]C45,,,,,
W,M,65-90,ANIMAL CONTROL AND LIFEGUARDS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]390, 395, [8]427, [9]427",[0]C45,,,,,
B,F,65-90,FOOD PREPARATION & SERVICE OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]400-406, 411-416, [8]433-444, [9]433-444",[0]C45,,,,,
B,M,65-90,FOOD PREPARATION & SERVICE OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]400-406, 411-416, [8]433-444, [9]433-444",[0]C45,,,,,
W,F,65-90,FOOD PREPARATION & SERVICE OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),73,7,,29,150
,,,"[0]400-406, 411-416, [8]433-444, [9]433-444",[0]C45,,,,,
W,M,65-90,FOOD PREPARATION & SERVICE OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),28,<5,p<0.05,3,100
,,,"[0]400-406, 411-416, [8]433-444, [9]433-444",[0]C45,,,,,
B,F,65-90,"SUPERVISORS, FOOD PREPARATION & SERVICE OCCUPATION",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]400-401, 415, 780, [8]433, [9]433",[0]C45,,,,,
B,M,65-90,"SUPERVISORS, FOOD PREPARATION & SERVICE OCCUPATION",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]400-401, 415, 780, [8]433, [9]433",[0]C45,,,,,
W,F,65-90,"SUPERVISORS, FOOD PREPARATION & SERVICE OCCUPATION",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]400-401, 415, 780, [8]433, [9]433",[0]C45,,,,,
W,M,65-90,"SUPERVISORS, FOOD PREPARATION & SERVICE OCCUPATION",MN MESOTHELIOMA (no codes before 1999),46,<5,,1,254
,,,"[0]400-401, 415, 780, [8]433, [9]433",[0]C45,,,,,
B,F,65-90,BARTENDERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]404, [8]434, [9]434",[0]C45,,,,,
B,M,65-90,BARTENDERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]404, [8]434, [9]434",[0]C45,,,,,
W,F,65-90,BARTENDERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]404, [8]434, [9]434",[0]C45,,,,,
W,M,65-90,BARTENDERS,MN MESOTHELIOMA (no codes before 1999),64,<5,,2,358
,,,"[0]404, [8]434, [9]434",[0]C45,,,,,
B,F,65-90,WAITERS & WAITRESSES,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]411, [8]435, [9]435",[0]C45,,,,,
B,M,65-90,WAITERS & WAITRESSES,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]411, [8]435, [9]435",[0]C45,,,,,
W,F,65-90,WAITERS & WAITRESSES,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]411, [8]435, [9]435",[0]C45,,,,,
W,M,65-90,WAITERS & WAITRESSES,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]411, [8]435, [9]435",[0]C45,,,,,
B,F,65-90,"COOKS, CHEFS AND BAKERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]400-402, [8]404, 433, 436, 437, [9]404, 433, 436",[0]C45,,,,,
B,M,65-90,"COOKS, CHEFS AND BAKERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]400-402, [8]404, 433, 436, 437, [9]404, 433, 436",[0]C45,,,,,
W,F,65-90,"COOKS, CHEFS AND BAKERS",MN MESOTHELIOMA (no codes before 1999),145,6,,53,315
,,,"[0]400-402, [8]404, 433, 436, 437, [9]404, 433, 436",[0]C45,,,,,
W,M,65-90,"COOKS, CHEFS AND BAKERS",MN MESOTHELIOMA (no codes before 1999),24,<5,,1,135
,,,"[0]400-402, [8]404, 433, 436, 437, [9]404, 433, 436",[0]C45,,,,,
B,F,65-90,"COOKS, EXC SHORT ORDER",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]402, 780, [8]436, [9]436",[0]C45,,,,,
B,M,65-90,"COOKS, EXC SHORT ORDER",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]402, 780, [8]436, [9]436",[0]C45,,,,,
W,F,65-90,"COOKS, EXC SHORT ORDER",MN MESOTHELIOMA (no codes before 1999),166,6,,61,361
,,,"[0]402, 780, [8]436, [9]436",[0]C45,,,,,
W,M,65-90,"COOKS, EXC SHORT ORDER",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]402, 780, [8]436, [9]436",[0]C45,,,,,
B,F,65-90,"FOOD COUNTER, FOUNTAIN & RELATED OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]406, 412, [8]438, [9]438",[0]C45,,,,,
B,M,65-90,"FOOD COUNTER, FOUNTAIN & RELATED OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]406, 412, [8]438, [9]438",[0]C45,,,,,
W,F,65-90,"FOOD COUNTER, FOUNTAIN & RELATED OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]406, 412, [8]438, [9]438",[0]C45,,,,,
W,M,65-90,"FOOD COUNTER, FOUNTAIN & RELATED OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]406, 412, [8]438, [9]438",[0]C45,,,,,
B,F,65-90,FOOD PREPARATION WORKERS AND SERVERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]403, 405, 412, 413, 416, [8]439, [9]439",[0]C45,,,,,
B,M,65-90,FOOD PREPARATION WORKERS AND SERVERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]403, 405, 412, 413, 416, [8]439, [9]439",[0]C45,,,,,
W,F,65-90,FOOD PREPARATION WORKERS AND SERVERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]403, 405, 412, 413, 416, [8]439, [9]439",[0]C45,,,,,
W,M,65-90,FOOD PREPARATION WORKERS AND SERVERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]403, 405, 412, 413, 416, [8]439, [9]439",[0]C45,,,,,
B,F,65-90,FOOD PREPARATION AND BARTENDER HELPERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]405, 413, 416, [8]443, [9]443",[0]C45,,,,,
B,M,65-90,FOOD PREPARATION AND BARTENDER HELPERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]405, 413, 416, [8]443, [9]443",[0]C45,,,,,
W,F,65-90,FOOD PREPARATION AND BARTENDER HELPERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]405, 413, 416, [8]443, [9]443",[0]C45,,,,,
W,M,65-90,FOOD PREPARATION AND BARTENDER HELPERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]405, 413, 416, [8]443, [9]443",[0]C45,,,,,
B,F,65-90,DISHWASHER OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]414, [8]444, [9]444",[0]C45,,,,,
B,M,65-90,DISHWASHER OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]414, [8]444, [9]444",[0]C45,,,,,
W,F,65-90,DISHWASHER OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),81,<5,,2,449
,,,"[0]414, [8]444, [9]444",[0]C45,,,,,
W,M,65-90,DISHWASHER OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]414, [8]444, [9]444",[0]C45,,,,,
B,F,65-90,"HEALTH CARE SUPPORT (ASST, DRIVERS, AIDES)",MN MESOTHELIOMA (no codes before 1999),184,<5,,5,1027
,,,"[0]360-365, 911, [8]445-447, [9]445-447",[0]C45,,,,,
B,M,65-90,"HEALTH CARE SUPPORT (ASST, DRIVERS, AIDES)",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]360-365, 911, [8]445-447, [9]445-447",[0]C45,,,,,
W,F,65-90,"HEALTH CARE SUPPORT (ASST, DRIVERS, AIDES)",MN MESOTHELIOMA (no codes before 1999),56,<5,,12,163
,,,"[0]360-365, 911, [8]445-447, [9]445-447",[0]C45,,,,,
W,M,65-90,"HEALTH CARE SUPPORT (ASST, DRIVERS, AIDES)",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]360-365, 911, [8]445-447, [9]445-447",[0]C45,,,,,
B,F,65-90,AMBULANCE DRIVERS (EXC. EMT),MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]911,[0]C45,,,,,
B,M,65-90,AMBULANCE DRIVERS (EXC. EMT),MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]911,[0]C45,,,,,
W,F,65-90,AMBULANCE DRIVERS (EXC. EMT),MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]911,[0]C45,,,,,
W,M,65-90,AMBULANCE DRIVERS (EXC. EMT),MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,[0]911,[0]C45,,,,,
B,F,65-90,DENTAL ASSISTANTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]364, [8]445, [9]445",[0]C45,,,,,
B,M,65-90,DENTAL ASSISTANTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]364, [8]445, [9]445",[0]C45,,,,,
W,F,65-90,DENTAL ASSISTANTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]364, [8]445, [9]445",[0]C45,,,,,
W,M,65-90,DENTAL ASSISTANTS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]364, [8]445, [9]445",[0]C45,,,,,
B,F,65-90,"PHYSICAL AND OCCUPATIONAL THERAPIST AIDES, EXC NURSING",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]361-362, [8]446, [9]446",[0]C45,,,,,
B,M,65-90,"PHYSICAL AND OCCUPATIONAL THERAPIST AIDES, EXC NURSING",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]361-362, [8]446, [9]446",[0]C45,,,,,
W,F,65-90,"PHYSICAL AND OCCUPATIONAL THERAPIST AIDES, EXC NURSING",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]361-362, [8]446, [9]446",[0]C45,,,,,
W,M,65-90,"PHYSICAL AND OCCUPATIONAL THERAPIST AIDES, EXC NURSING",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]361-362, [8]446, [9]446",[0]C45,,,,,
B,F,65-90,"NURSING, PSYCHIATRIC & HOME HEALTH AIDES",MN MESOTHELIOMA (no codes before 1999),206,<5,,5,1146
,,,"[0]360, [8]447, [9]447",[0]C45,,,,,
B,M,65-90,"NURSING, PSYCHIATRIC & HOME HEALTH AIDES",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]360, [8]447, [9]447",[0]C45,,,,,
W,F,65-90,"NURSING, PSYCHIATRIC & HOME HEALTH AIDES",MN MESOTHELIOMA (no codes before 1999),65,<5,,13,191
,,,"[0]360, [8]447, [9]447",[0]C45,,,,,
W,M,65-90,"NURSING, PSYCHIATRIC & HOME HEALTH AIDES",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]360, [8]447, [9]447",[0]C45,,,,,
B,F,65-90,"CLEANING & BUILDING SERVICE OCCUPATIONS, EXC PRIV HOUSEHOLD",MN MESOTHELIOMA (no codes before 1999),186,<5,,5,1037
,,,"[0]420, 422-424, 975, [8]448-455, [9]448-455",[0]C45,,,,,
B,M,65-90,"CLEANING & BUILDING SERVICE OCCUPATIONS, EXC PRIV HOUSEHOLD",MN MESOTHELIOMA (no codes before 1999),174,<5,,36,508
,,,"[0]420, 422-424, 975, [8]448-455, [9]448-455",[0]C45,,,,,
W,F,65-90,"CLEANING & BUILDING SERVICE OCCUPATIONS, EXC PRIV HOUSEHOLD",MN MESOTHELIOMA (no codes before 1999),32,<5,,1,179
,,,"[0]420, 422-424, 975, [8]448-455, [9]448-455",[0]C45,,,,,
W,M,65-90,"CLEANING & BUILDING SERVICE OCCUPATIONS, EXC PRIV HOUSEHOLD",MN MESOTHELIOMA (no codes before 1999),88,23,,56,132
,,,"[0]420, 422-424, 975, [8]448-455, [9]448-455",[0]C45,,,,,
B,F,65-90,CLEANING SERVICE WORKERS,MN MESOTHELIOMA (no codes before 1999),190,<5,,5,1058
,,,"[0]420, 422-423, [8]448, 449, 453, [9]448, 449, 453",[0]C45,,,,,
B,M,65-90,CLEANING SERVICE WORKERS,MN MESOTHELIOMA (no codes before 1999),177,<5,,37,518
,,,"[0]420, 422-423, [8]448, 449, 453, [9]448, 449, 453",[0]C45,,,,,
W,F,65-90,CLEANING SERVICE WORKERS,MN MESOTHELIOMA (no codes before 1999),32,<5,,1,181
,,,"[0]420, 422-423, [8]448, 449, 453, [9]448, 449, 453",[0]C45,,,,,
W,M,65-90,CLEANING SERVICE WORKERS,MN MESOTHELIOMA (no codes before 1999),90,23,,57,135
,,,"[0]420, 422-423, [8]448, 449, 453, [9]448, 449, 453",[0]C45,,,,,
B,F,65-90,"SUPERVISORS, CLEANING & BUILDING SERVICE WORKERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]420, [8]448, [9]448",[0]C45,,,,,
B,M,65-90,"SUPERVISORS, CLEANING & BUILDING SERVICE WORKERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]420, [8]448, [9]448",[0]C45,,,,,
W,F,65-90,"SUPERVISORS, CLEANING & BUILDING SERVICE WORKERS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]420, [8]448, [9]448",[0]C45,,,,,
W,M,65-90,"SUPERVISORS, CLEANING & BUILDING SERVICE WORKERS",MN MESOTHELIOMA (no codes before 1999),68,<5,,2,378
,,,"[0]420, [8]448, [9]448",[0]C45,,,,,
B,F,65-90,MAIDS & HOUSEKEEPERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]423, [8]449, [9]449",[0]C45,,,,,
B,M,65-90,MAIDS & HOUSEKEEPERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]423, [8]449, [9]449",[0]C45,,,,,
W,F,65-90,MAIDS & HOUSEKEEPERS,MN MESOTHELIOMA (no codes before 1999),62,<5,,2,346
,,,"[0]423, [8]449, [9]449",[0]C45,,,,,
W,M,65-90,MAIDS & HOUSEKEEPERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]423, [8]449, [9]449",[0]C45,,,,,
B,F,65-90,JANITORS & BLDG. CLEANERS,MN MESOTHELIOMA (no codes before 1999),544,<5,,14,3029
,,,"[0]422, [8]453, [9]453",[0]C45,,,,,
B,M,65-90,JANITORS & BLDG. CLEANERS,MN MESOTHELIOMA (no codes before 1999),195,<5,,40,568
,,,"[0]422, [8]453, [9]453",[0]C45,,,,,
W,F,65-90,JANITORS & BLDG. CLEANERS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]422, [8]453, [9]453",[0]C45,,,,,
W,M,65-90,JANITORS & BLDG. CLEANERS,MN MESOTHELIOMA (no codes before 1999),93,22,,58,141
,,,"[0]422, [8]453, [9]453",[0]C45,,,,,
B,F,65-90,ELEVATOR OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]975, [8]454, [9]454",[0]C45,,,,,
B,M,65-90,ELEVATOR OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]975, [8]454, [9]454",[0]C45,,,,,
W,F,65-90,ELEVATOR OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]975, [8]454, [9]454",[0]C45,,,,,
W,M,65-90,ELEVATOR OPERATORS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]975, [8]454, [9]454",[0]C45,,,,,
B,F,65-90,PEST CONTROL OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]424, [8]455, [9]455",[0]C45,,,,,
B,M,65-90,PEST CONTROL OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]424, [8]455, [9]455",[0]C45,,,,,
W,F,65-90,PEST CONTROL OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]424, [8]455, [9]455",[0]C45,,,,,
W,M,65-90,PEST CONTROL OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]424, [8]455, [9]455",[0]C45,,,,,
B,F,65-90,PERSONAL SERVICE OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]430-432, 450-465, 254, 363, 440-446, [8]456-469, [9]456-469",[0]C45,,,,,
B,M,65-90,PERSONAL SERVICE OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),679,<5,,82,2454
,,,"[0]430-432, 450-465, 254, 363, 440-446, [8]456-469, [9]456-469",[0]C45,,,,,
W,F,65-90,PERSONAL SERVICE OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),126,6,,46,274
,,,"[0]430-432, 450-465, 254, 363, 440-446, [8]456-469, [9]456-469",[0]C45,,,,,
W,M,65-90,PERSONAL SERVICE OCCUPATIONS,MN MESOTHELIOMA (no codes before 1999),18,<5,,0,101
,,,"[0]430-432, 450-465, 254, 363, 440-446, [8]456-469, [9]456-469",[0]C45,,,,,
B,F,65-90,"SUPERVISORS, GAMING AND PERSONAL SERVICE OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]432, 430, [8]456, [9]456",[0]C45,,,,,
B,M,65-90,"SUPERVISORS, GAMING AND PERSONAL SERVICE OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]432, 430, [8]456, [9]456",[0]C45,,,,,
W,F,65-90,"SUPERVISORS, GAMING AND PERSONAL SERVICE OCCUPATIONS",MN MESOTHELIOMA (no codes before 1999),0,<5,,,
,,,"[0]432, 430, [8]456, [9]456",[0]C45,,,,,
