Race,Sex,Age Group,Occupation,Cause of Death (ICD),PMR,Deaths,Significance level,Lower 95% CI,Upper 95% CI
,,,"[0]570, 582, 593, [8]313-315, [9]313-315","[0]J61, [9]501",,,,,
W,F,65-90,"SECRETARIES, STENOGRAPHERS, & TYPISTS",ASBESTOSIS,183,<5,,5,1020
,,,"[0]570, 582, 593, [8]313-315, [9]313-315","[0]J61, [9]501",,,,,
W,M,65-90,"SECRETARIES, STENOGRAPHERS, & TYPISTS",ASBESTOSIS,0,<5,,,
,,,"[0]570, 582, 593, [8]313-315, [9]313-315","[0]J61, [9]501",,,,,
B,F,65-90,SECRETARIES,ASBESTOSIS,0,<5,,,
,,,"[0]570, [8]313, [9]313","[0]J61, [9]501",,,,,
B,M,65-90,SECRETARIES,ASBESTOSIS,0,<5,,,
,,,"[0]570, [8]313, [9]313","[0]J61, [9]501",,,,,
W,F,65-90,SECRETARIES,ASBESTOSIS,192,<5,,5,1067
,,,"[0]570, [8]313, [9]313","[0]J61, [9]501",,,,,
W,M,65-90,SECRETARIES,ASBESTOSIS,0,<5,,,
,,,"[0]570, [8]313, [9]313","[0]J61, [9]501",,,,,
B,F,65-90,INFORMATION CLERKS,ASBESTOSIS,0,<5,,,
,,,"[0]181, 523, 531, 534, 540, [8]316-323, [9]316-323","[0]J61, [9]501",,,,,
B,M,65-90,INFORMATION CLERKS,ASBESTOSIS,0,<5,,,
,,,"[0]181, 523, 531, 534, 540, [8]316-323, [9]316-323","[0]J61, [9]501",,,,,
W,F,65-90,INFORMATION CLERKS,ASBESTOSIS,0,<5,,,
,,,"[0]181, 523, 531, 534, 540, [8]316-323, [9]316-323","[0]J61, [9]501",,,,,
W,M,65-90,INFORMATION CLERKS,ASBESTOSIS,0,<5,,,
,,,"[0]181, 523, 531, 534, 540, [8]316-323, [9]316-323","[0]J61, [9]501",,,,,
B,F,65-90,HOTEL CLERKS,ASBESTOSIS,0,<5,,,
,,,"[0]530, [8]317, [9]317","[0]J61, [9]501",,,,,
B,M,65-90,HOTEL CLERKS,ASBESTOSIS,0,<5,,,
,,,"[0]530, [8]317, [9]317","[0]J61, [9]501",,,,,
W,F,65-90,HOTEL CLERKS,ASBESTOSIS,0,<5,,,
,,,"[0]530, [8]317, [9]317","[0]J61, [9]501",,,,,
W,M,65-90,HOTEL CLERKS,ASBESTOSIS,0,<5,,,
,,,"[0]530, [8]317, [9]317","[0]J61, [9]501",,,,,
B,F,65-90,"TRAVEL, TICKET AND RESERVATION AGENTS",ASBESTOSIS,0,<5,,,
,,,"[0]483, 541, [8]318, [9]318","[0]J61, [9]501",,,,,
B,M,65-90,"TRAVEL, TICKET AND RESERVATION AGENTS",ASBESTOSIS,0,<5,,,
,,,"[0]483, 541, [8]318, [9]318","[0]J61, [9]501",,,,,
W,F,65-90,"TRAVEL, TICKET AND RESERVATION AGENTS",ASBESTOSIS,0,<5,,,
,,,"[0]483, 541, [8]318, [9]318","[0]J61, [9]501",,,,,
W,M,65-90,"TRAVEL, TICKET AND RESERVATION AGENTS",ASBESTOSIS,0,<5,,,
,,,"[0]483, 541, [8]318, [9]318","[0]J61, [9]501",,,,,
B,F,65-90,RECEPTIONISTS,ASBESTOSIS,0,<5,,,
,,,"[0]540, [8]319, [9]319","[0]J61, [9]501",,,,,
B,M,65-90,RECEPTIONISTS,ASBESTOSIS,0,<5,,,
,,,"[0]540, [8]319, [9]319","[0]J61, [9]501",,,,,
W,F,65-90,RECEPTIONISTS,ASBESTOSIS,0,<5,,,
,,,"[0]540, [8]319, [9]319","[0]J61, [9]501",,,,,
W,M,65-90,RECEPTIONISTS,ASBESTOSIS,0,<5,,,
,,,"[0]540, [8]319, [9]319","[0]J61, [9]501",,,,,
B,F,65-90,INFORMATION AND RECORD CLERKS,ASBESTOSIS,0,<5,,,
,,,"[0]520-542, [8]325-336, [9]325-336","[0]J61, [9]501",,,,,
B,M,65-90,INFORMATION AND RECORD CLERKS,ASBESTOSIS,0,<5,,,
,,,"[0]520-542, [8]325-336, [9]325-336","[0]J61, [9]501",,,,,
W,F,65-90,INFORMATION AND RECORD CLERKS,ASBESTOSIS,0,<5,,,
,,,"[0]520-542, [8]325-336, [9]325-336","[0]J61, [9]501",,,,,
W,M,65-90,INFORMATION AND RECORD CLERKS,ASBESTOSIS,153,<5,,4,855
,,,"[0]520-542, [8]325-336, [9]325-336","[0]J61, [9]501",,,,,
B,F,65-90,FINANCIAL CLERKS,ASBESTOSIS,0,<5,,,
,,,"[0]500, 511-512, 514, [8]305, 337-344, [9]305, 337-344","[0]J61, [9]501",,,,,
B,M,65-90,FINANCIAL CLERKS,ASBESTOSIS,0,<5,,,
,,,"[0]500, 511-512, 514, [8]305, 337-344, [9]305, 337-344","[0]J61, [9]501",,,,,
W,F,65-90,FINANCIAL CLERKS,ASBESTOSIS,0,<5,,,
,,,"[0]500, 511-512, 514, [8]305, 337-344, [9]305, 337-344","[0]J61, [9]501",,,,,
W,M,65-90,FINANCIAL CLERKS,ASBESTOSIS,89,<5,,2,497
,,,"[0]500, 511-512, 514, [8]305, 337-344, [9]305, 337-344","[0]J61, [9]501",,,,,
B,F,65-90,"DUPLICATING, MAIL & OTHER OFFICE MACHINE OPERATORS",ASBESTOSIS,0,<5,,,
,,,"[0]585-590, [8]345-347, [9]345-347","[0]J61, [9]501",,,,,
B,M,65-90,"DUPLICATING, MAIL & OTHER OFFICE MACHINE OPERATORS",ASBESTOSIS,0,<5,,,
,,,"[0]585-590, [8]345-347, [9]345-347","[0]J61, [9]501",,,,,
W,F,65-90,"DUPLICATING, MAIL & OTHER OFFICE MACHINE OPERATORS",ASBESTOSIS,0,<5,,,
,,,"[0]585-590, [8]345-347, [9]345-347","[0]J61, [9]501",,,,,
W,M,65-90,"DUPLICATING, MAIL & OTHER OFFICE MACHINE OPERATORS",ASBESTOSIS,0,<5,,,
,,,"[0]585-590, [8]345-347, [9]345-347","[0]J61, [9]501",,,,,
B,F,65-90,COMMUNICATIONS EQUIPMENT OPERATORS,ASBESTOSIS,0,<5,,,
,,,"[0]501-503, [8]306, 348-353, [9]306, 348-353","[0]J61, [9]501",,,,,
B,M,65-90,COMMUNICATIONS EQUIPMENT OPERATORS,ASBESTOSIS,0,<5,,,
,,,"[0]501-503, [8]306, 348-353, [9]306, 348-353","[0]J61, [9]501",,,,,
W,F,65-90,COMMUNICATIONS EQUIPMENT OPERATORS,ASBESTOSIS,0,<5,,,
,,,"[0]501-503, [8]306, 348-353, [9]306, 348-353","[0]J61, [9]501",,,,,
W,M,65-90,COMMUNICATIONS EQUIPMENT OPERATORS,ASBESTOSIS,0,<5,,,
,,,"[0]501-503, [8]306, 348-353, [9]306, 348-353","[0]J61, [9]501",,,,,
B,F,65-90,"COURIER, CLERKS, POSTAL SERVICE & CARRIES",ASBESTOSIS,0,<5,,,
,,,"[0]551, 554-556, 585, [8]354-357, [9]354-357","[0]J61, [9]501",,,,,
B,M,65-90,"COURIER, CLERKS, POSTAL SERVICE & CARRIES",ASBESTOSIS,0,<5,,,
,,,"[0]551, 554-556, 585, [8]354-357, [9]354-357","[0]J61, [9]501",,,,,
W,F,65-90,"COURIER, CLERKS, POSTAL SERVICE & CARRIES",ASBESTOSIS,0,<5,,,
,,,"[0]551, 554-556, 585, [8]354-357, [9]354-357","[0]J61, [9]501",,,,,
W,M,65-90,"COURIER, CLERKS, POSTAL SERVICE & CARRIES",ASBESTOSIS,52,<5,,6,188
,,,"[0]551, 554-556, 585, [8]354-357, [9]354-357","[0]J61, [9]501",,,,,
B,F,65-90,"SHIPPING & RECEIVING, SCHEDULING, & DISTRIBUTING CLERKS",ASBESTOSIS,0,<5,,,
,,,"[0]515, 550, 552-553, 560-563, 860, [8]359-374, [9]359-374","[0]J61, [9]501",,,,,
B,M,65-90,"SHIPPING & RECEIVING, SCHEDULING, & DISTRIBUTING CLERKS",ASBESTOSIS,0,<5,,,
,,,"[0]515, 550, 552-553, 560-563, 860, [8]359-374, [9]359-374","[0]J61, [9]501",,,,,
W,F,65-90,"SHIPPING & RECEIVING, SCHEDULING, & DISTRIBUTING CLERKS",ASBESTOSIS,0,<5,,,
,,,"[0]515, 550, 552-553, 560-563, 860, [8]359-374, [9]359-374","[0]J61, [9]501",,,,,
W,M,65-90,"SHIPPING & RECEIVING, SCHEDULING, & DISTRIBUTING CLERKS",ASBESTOSIS,149,5,,48,347
,,,"[0]515, 550, 552-553, 560-563, 860, [8]359-374, [9]359-374","[0]J61, [9]501",,,,,
B,F,65-90,ADJUSTERS & INVESTIGATORS,ASBESTOSIS,0,<5,,,
,,,"[0]054, 510, 523-525, 533, 584, [8]375-378, [9]375-378","[0]J61, [9]501",,,,,
B,M,65-90,ADJUSTERS & INVESTIGATORS,ASBESTOSIS,0,<5,,,
,,,"[0]054, 510, 523-525, 533, 584, [8]375-378, [9]375-378","[0]J61, [9]501",,,,,
W,F,65-90,ADJUSTERS & INVESTIGATORS,ASBESTOSIS,0,<5,,,
,,,"[0]054, 510, 523-525, 533, 584, [8]375-378, [9]375-378","[0]J61, [9]501",,,,,
W,M,65-90,ADJUSTERS & INVESTIGATORS,ASBESTOSIS,0,<5,,,
,,,"[0]054, 510, 523-525, 533, 584, [8]375-378, [9]375-378","[0]J61, [9]501",,,,,
B,F,65-90,OTHER OFFICE AND ADMINISTRATIVE SUPPORT OCCUPATIONS,ASBESTOSIS,1424,<5,,36,7934
,,,"[0]104, 254, 516, 522, 540, 581, 586, 591-593, [8]379-389, [9]379-389","[0]J61, [9]501",,,,,
B,M,65-90,OTHER OFFICE AND ADMINISTRATIVE SUPPORT OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]104, 254, 516, 522, 540, 581, 586, 591-593, [8]379-389, [9]379-389","[0]J61, [9]501",,,,,
W,F,65-90,OTHER OFFICE AND ADMINISTRATIVE SUPPORT OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]104, 254, 516, 522, 540, 581, 586, 591-593, [8]379-389, [9]379-389","[0]J61, [9]501",,,,,
W,M,65-90,OTHER OFFICE AND ADMINISTRATIVE SUPPORT OCCUPATIONS,ASBESTOSIS,118,<5,,14,427
,,,"[0]104, 254, 516, 522, 540, 581, 586, 591-593, [8]379-389, [9]379-389","[0]J61, [9]501",,,,,
B,F,65-90,GENERAL OFFICE CLERKS,ASBESTOSIS,2778,<5,,69,15481
,,,"[0]586, [8]379, [9]379","[0]J61, [9]501",,,,,
B,M,65-90,GENERAL OFFICE CLERKS,ASBESTOSIS,0,<5,,,
,,,"[0]586, [8]379, [9]379","[0]J61, [9]501",,,,,
W,F,65-90,GENERAL OFFICE CLERKS,ASBESTOSIS,0,<5,,,
,,,"[0]586, [8]379, [9]379","[0]J61, [9]501",,,,,
W,M,65-90,GENERAL OFFICE CLERKS,ASBESTOSIS,0,<5,,,
,,,"[0]586, [8]379, [9]379","[0]J61, [9]501",,,,,
B,F,65-90,BANK TELLERS,ASBESTOSIS,0,<5,,,
,,,"[0]516, [8]383, [9]383","[0]J61, [9]501",,,,,
B,M,65-90,BANK TELLERS,ASBESTOSIS,0,<5,,,
,,,"[0]516, [8]383, [9]383","[0]J61, [9]501",,,,,
W,F,65-90,BANK TELLERS,ASBESTOSIS,0,<5,,,
,,,"[0]516, [8]383, [9]383","[0]J61, [9]501",,,,,
W,M,65-90,BANK TELLERS,ASBESTOSIS,0,<5,,,
,,,"[0]516, [8]383, [9]383","[0]J61, [9]501",,,,,
B,F,65-90,COMPUTER EQUIPMENT OPERATORS AND DATA ENTRY KEYERS,ASBESTOSIS,0,<5,,,
,,,"[0]500, 580-583, [8]304, 308, 309, 385, [9]304, 308, 309, 385","[0]J61, [9]501",,,,,
B,M,65-90,COMPUTER EQUIPMENT OPERATORS AND DATA ENTRY KEYERS,ASBESTOSIS,0,<5,,,
,,,"[0]500, 580-583, [8]304, 308, 309, 385, [9]304, 308, 309, 385","[0]J61, [9]501",,,,,
W,F,65-90,COMPUTER EQUIPMENT OPERATORS AND DATA ENTRY KEYERS,ASBESTOSIS,0,<5,,,
,,,"[0]500, 580-583, [8]304, 308, 309, 385, [9]304, 308, 309, 385","[0]J61, [9]501",,,,,
W,M,65-90,COMPUTER EQUIPMENT OPERATORS AND DATA ENTRY KEYERS,ASBESTOSIS,0,<5,,,
,,,"[0]500, 580-583, [8]304, 308, 309, 385, [9]304, 308, 309, 385","[0]J61, [9]501",,,,,
B,F,65-90,"ALL SERVICE OCCUPATIONS, EXC PROTECTIVE & PRIVATE HOUSEHOLDS",ASBESTOSIS,0,<5,,,
,,,"[0]254, 360-364, 400-406, 411-416, 420, 422-424, 430-432, 440-446, 911, [8]433-469, [9]433-469","[0]J61, [9]501",,,,,
B,M,65-90,"ALL SERVICE OCCUPATIONS, EXC PROTECTIVE & PRIVATE HOUSEHOLDS",ASBESTOSIS,162,<5,,20,585
,,,"[0]254, 360-364, 400-406, 411-416, 420, 422-424, 430-432, 440-446, 911, [8]433-469, [9]433-469","[0]J61, [9]501",,,,,
W,F,65-90,"ALL SERVICE OCCUPATIONS, EXC PROTECTIVE & PRIVATE HOUSEHOLDS",ASBESTOSIS,0,<5,,,
,,,"[0]254, 360-364, 400-406, 411-416, 420, 422-424, 430-432, 440-446, 911, [8]433-469, [9]433-469","[0]J61, [9]501",,,,,
W,M,65-90,"ALL SERVICE OCCUPATIONS, EXC PROTECTIVE & PRIVATE HOUSEHOLDS",ASBESTOSIS,77,9,,35,146
,,,"[0]254, 360-364, 400-406, 411-416, 420, 422-424, 430-432, 440-446, 911, [8]433-469, [9]433-469","[0]J61, [9]501",,,,,
B,F,65-90,PRIVATE HOUSEHOLD OCCUPATIONS (see industry codes),ASBESTOSIS,0,<5,,,
,,,"[8]403-407, [9]403-407","[0]J61, [9]501",,,,,
B,M,65-90,PRIVATE HOUSEHOLD OCCUPATIONS (see industry codes),ASBESTOSIS,0,<5,,,
,,,"[8]403-407, [9]403-407","[0]J61, [9]501",,,,,
W,F,65-90,PRIVATE HOUSEHOLD OCCUPATIONS (see industry codes),ASBESTOSIS,0,<5,,,
,,,"[8]403-407, [9]403-407","[0]J61, [9]501",,,,,
W,M,65-90,PRIVATE HOUSEHOLD OCCUPATIONS (see industry codes),ASBESTOSIS,0,<5,,,
,,,"[8]403-407, [9]403-407","[0]J61, [9]501",,,,,
B,F,65-90,LAUNDERERS & IRONERS,ASBESTOSIS,0,<5,,,
,,,"[0]830-831, [8]403, [9]403","[0]J61, [9]501",,,,,
B,M,65-90,LAUNDERERS & IRONERS,ASBESTOSIS,0,<5,,,
,,,"[0]830-831, [8]403, [9]403","[0]J61, [9]501",,,,,
W,F,65-90,LAUNDERERS & IRONERS,ASBESTOSIS,0,<5,,,
,,,"[0]830-831, [8]403, [9]403","[0]J61, [9]501",,,,,
W,M,65-90,LAUNDERERS & IRONERS,ASBESTOSIS,0,<5,,,
,,,"[0]830-831, [8]403, [9]403","[0]J61, [9]501",,,,,
B,F,65-90,COOKS,ASBESTOSIS,0,<5,,,
,,,"[0]402, [8]404, [9]404","[0]J61, [9]501",,,,,
B,M,65-90,COOKS,ASBESTOSIS,0,<5,,,
,,,"[0]402, [8]404, [9]404","[0]J61, [9]501",,,,,
W,F,65-90,COOKS,ASBESTOSIS,0,<5,,,
,,,"[0]402, [8]404, [9]404","[0]J61, [9]501",,,,,
W,M,65-90,COOKS,ASBESTOSIS,0,<5,,,
,,,"[0]402, [8]404, [9]404","[0]J61, [9]501",,,,,
B,F,65-90,HOUSEKEEPERS & BUTLERS,ASBESTOSIS,0,<5,,,
,,,"[0]465, [8]405, [9]405","[0]J61, [9]501",,,,,
B,M,65-90,HOUSEKEEPERS & BUTLERS,ASBESTOSIS,0,<5,,,
,,,"[0]465, [8]405, [9]405","[0]J61, [9]501",,,,,
W,F,65-90,HOUSEKEEPERS & BUTLERS,ASBESTOSIS,0,<5,,,
,,,"[0]465, [8]405, [9]405","[0]J61, [9]501",,,,,
W,M,65-90,HOUSEKEEPERS & BUTLERS,ASBESTOSIS,0,<5,,,
,,,"[0]465, [8]405, [9]405","[0]J61, [9]501",,,,,
B,F,65-90,"CHILD CARE WORKERS, PRIVATE HOUSEHOLD",ASBESTOSIS,0,<5,,,
,,,"[0]460, [8]406, [9]406","[0]J61, [9]501",,,,,
B,M,65-90,"CHILD CARE WORKERS, PRIVATE HOUSEHOLD",ASBESTOSIS,0,<5,,,
,,,"[0]460, [8]406, [9]406","[0]J61, [9]501",,,,,
W,F,65-90,"CHILD CARE WORKERS, PRIVATE HOUSEHOLD",ASBESTOSIS,0,<5,,,
,,,"[0]460, [8]406, [9]406","[0]J61, [9]501",,,,,
W,M,65-90,"CHILD CARE WORKERS, PRIVATE HOUSEHOLD",ASBESTOSIS,0,<5,,,
,,,"[0]460, [8]406, [9]406","[0]J61, [9]501",,,,,
B,F,65-90,PERSONAL CARE AND SERVICE AND HOME CARE AIDES,ASBESTOSIS,0,<5,,,
,,,"[0]461, 465, [8]407, [9]407","[0]J61, [9]501",,,,,
B,M,65-90,PERSONAL CARE AND SERVICE AND HOME CARE AIDES,ASBESTOSIS,0,<5,,,
,,,"[0]461, 465, [8]407, [9]407","[0]J61, [9]501",,,,,
W,F,65-90,PERSONAL CARE AND SERVICE AND HOME CARE AIDES,ASBESTOSIS,0,<5,,,
,,,"[0]461, 465, [8]407, [9]407","[0]J61, [9]501",,,,,
W,M,65-90,PERSONAL CARE AND SERVICE AND HOME CARE AIDES,ASBESTOSIS,0,<5,,,
,,,"[0]461, 465, [8]407, [9]407","[0]J61, [9]501",,,,,
B,F,65-90,PROTECTIVE SERVICE OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]370-375, 380-386, 390-395, [8]006, 413-427, [9]006, 413-427","[0]J61, [9]501",,,,,
B,M,65-90,PROTECTIVE SERVICE OCCUPATIONS,ASBESTOSIS,375,<5,,9,2087
,,,"[0]370-375, 380-386, 390-395, [8]006, 413-427, [9]006, 413-427","[0]J61, [9]501",,,,,
W,F,65-90,PROTECTIVE SERVICE OCCUPATIONS,ASBESTOSIS,0,<5,,,
,,,"[0]370-375, 380-386, 390-395, [8]006, 413-427, [9]006, 413-427","[0]J61, [9]501",,,,,
W,M,65-90,PROTECTIVE SERVICE OCCUPATIONS,ASBESTOSIS,53,<5,,14,135
,,,"[0]370-375, 380-386, 390-395, [8]006, 413-427, [9]006, 413-427","[0]J61, [9]501",,,,,
B,F,65-90,"SUPERVISORS, PROTECTIVE SERVICE OCCUPATIONS INCL ADMINISTRATORS",ASBESTOSIS,0,<5,,,
,,,"[0]370-373, [8]413-415, [9]413-415","[0]J61, [9]501",,,,,
B,M,65-90,"SUPERVISORS, PROTECTIVE SERVICE OCCUPATIONS INCL ADMINISTRATORS",ASBESTOSIS,0,<5,,,
,,,"[0]370-373, [8]413-415, [9]413-415","[0]J61, [9]501",,,,,
W,F,65-90,"SUPERVISORS, PROTECTIVE SERVICE OCCUPATIONS INCL ADMINISTRATORS",ASBESTOSIS,0,<5,,,
,,,"[0]370-373, [8]413-415, [9]413-415","[0]J61, [9]501",,,,,
W,M,65-90,"SUPERVISORS, PROTECTIVE SERVICE OCCUPATIONS INCL ADMINISTRATORS",ASBESTOSIS,0,<5,,,
,,,"[0]370-373, [8]413-415, [9]413-415","[0]J61, [9]501",,,,,
B,F,65-90,FIREFIGHTERS & PREVENTION WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]372, 374-375, [8]413, 416, 417, [9]413, 416, 417","[0]J61, [9]501",,,,,
B,M,65-90,FIREFIGHTERS & PREVENTION WORKERS,ASBESTOSIS,6171,<5,p<0.05,154,34383
,,,"[0]372, 374-375, [8]413, 416, 417, [9]413, 416, 417","[0]J61, [9]501",,,,,
W,F,65-90,FIREFIGHTERS & PREVENTION WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]372, 374-375, [8]413, 416, 417, [9]413, 416, 417","[0]J61, [9]501",,,,,
W,M,65-90,FIREFIGHTERS & PREVENTION WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]372, 374-375, [8]413, 416, 417, [9]413, 416, 417","[0]J61, [9]501",,,,,
B,F,65-90,FIRE INSPECTORS & FIRE PREVENTION WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]375, [8]416, [9]416","[0]J61, [9]501",,,,,
B,M,65-90,FIRE INSPECTORS & FIRE PREVENTION WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]375, [8]416, [9]416","[0]J61, [9]501",,,,,
W,F,65-90,FIRE INSPECTORS & FIRE PREVENTION WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]375, [8]416, [9]416","[0]J61, [9]501",,,,,
W,M,65-90,FIRE INSPECTORS & FIRE PREVENTION WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]375, [8]416, [9]416","[0]J61, [9]501",,,,,
B,F,65-90,FIREFIGHTERS AND SUPERVISORS OF FIREFIGHTERS,ASBESTOSIS,0,<5,,,
,,,"[0]372, 374, [8]413, 417, [9]413, 417","[0]J61, [9]501",,,,,
B,M,65-90,FIREFIGHTERS AND SUPERVISORS OF FIREFIGHTERS,ASBESTOSIS,6225,<5,p<0.05,156,34686
,,,"[0]372, 374, [8]413, 417, [9]413, 417","[0]J61, [9]501",,,,,
W,F,65-90,FIREFIGHTERS AND SUPERVISORS OF FIREFIGHTERS,ASBESTOSIS,0,<5,,,
,,,"[0]372, 374, [8]413, 417, [9]413, 417","[0]J61, [9]501",,,,,
W,M,65-90,FIREFIGHTERS AND SUPERVISORS OF FIREFIGHTERS,ASBESTOSIS,0,<5,,,
,,,"[0]372, 374, [8]413, 417, [9]413, 417","[0]J61, [9]501",,,,,
B,F,65-90,LAW ENFORCEMENT WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]371, 380-385, [8]414, 418-424, [9]414, 418-424","[0]J61, [9]501",,,,,
B,M,65-90,LAW ENFORCEMENT WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]371, 380-385, [8]414, 418-424, [9]414, 418-424","[0]J61, [9]501",,,,,
W,F,65-90,LAW ENFORCEMENT WORKERS,ASBESTOSIS,0,<5,,,
,,,"[0]371, 380-385, [8]414, 418-424, [9]414, 418-424","[0]J61, [9]501",,,,,
W,M,65-90,LAW ENFORCEMENT WORKERS,ASBESTOSIS,57,<5,,7,207
,,,"[0]371, 380-385, [8]414, 418-424, [9]414, 418-424","[0]J61, [9]501",,,,,
B,F,65-90,SUPERVISORS OF POLICE AND DETECTIVES,ASBESTOSIS,0,<5,,,
,,,"[0]371, [8]414, [9]414","[0]J61, [9]501",,,,,
B,M,65-90,SUPERVISORS OF POLICE AND DETECTIVES,ASBESTOSIS,0,<5,,,
,,,"[0]371, [8]414, [9]414","[0]J61, [9]501",,,,,
W,F,65-90,SUPERVISORS OF POLICE AND DETECTIVES,ASBESTOSIS,0,<5,,,
,,,"[0]371, [8]414, [9]414","[0]J61, [9]501",,,,,
W,M,65-90,SUPERVISORS OF POLICE AND DETECTIVES,ASBESTOSIS,0,<5,,,
,,,"[0]371, [8]414, [9]414","[0]J61, [9]501",,,,,
B,F,65-90,"DETECTIVES, CRIMINAL INVESTIGATORS, POLICE AND SHERIFF’S PATROL OFFICERS, INC. SUPERVISORS",ASBESTOSIS,0,<5,,,
,,,"[0]371, 382, 385, [8]414, 418, [9]414, 418","[0]J61, [9]501",,,,,
B,M,65-90,"DETECTIVES, CRIMINAL INVESTIGATORS, POLICE AND SHERIFF’S PATROL OFFICERS, INC. SUPERVISORS",ASBESTOSIS,0,<5,,,
,,,"[0]371, 382, 385, [8]414, 418, [9]414, 418","[0]J61, [9]501",,,,,
W,F,65-90,"DETECTIVES, CRIMINAL INVESTIGATORS, POLICE AND SHERIFF’S PATROL OFFICERS, INC. SUPERVISORS",ASBESTOSIS,0,<5,,,
,,,"[0]371, 382, 385, [8]414, 418, [9]414, 418","[0]J61, [9]501",,,,,
W,M,65-90,"DETECTIVES, CRIMINAL INVESTIGATORS, POLICE AND SHERIFF’S PATROL OFFICERS, INC. SUPERVISORS",ASBESTOSIS,75,<5,,9,269
,,,"[0]371, 382, 385, [8]414, 418, [9]414, 418","[0]J61, [9]501",,,,,
B,F,65-90,"DETECTIVES, CRIMINAL INVESTIGATORS, POLICE AND SHERIFF’S PATROL OFFICERS",ASBESTOSIS,0,<5,,,
,,,"[0]382, 385, [8]418, [9]418","[0]J61, [9]501",,,,,
B,M,65-90,"DETECTIVES, CRIMINAL INVESTIGATORS, POLICE AND SHERIFF’S PATROL OFFICERS",ASBESTOSIS,0,<5,,,
,,,"[0]382, 385, [8]418, [9]418","[0]J61, [9]501",,,,,
W,F,65-90,"DETECTIVES, CRIMINAL INVESTIGATORS, POLICE AND SHERIFF’S PATROL OFFICERS",ASBESTOSIS,0,<5,,,
,,,"[0]382, 385, [8]418, [9]418","[0]J61, [9]501",,,,,
W,M,65-90,"DETECTIVES, CRIMINAL INVESTIGATORS, POLICE AND SHERIFF’S PATROL OFFICERS",ASBESTOSIS,86,<5,,10,310
,,,"[0]382, 385, [8]418, [9]418","[0]J61, [9]501",,,,,
B,F,65-90,"FISH, GAME & PARKING ENFORCEMENT",ASBESTOSIS,0,<5,,,
,,,"[0]383, 384, [8]423, [9]423","[0]J61, [9]501",,,,,
B,M,65-90,"FISH, GAME & PARKING ENFORCEMENT",ASBESTOSIS,0,<5,,,
,,,"[0]383, 384, [8]423, [9]423","[0]J61, [9]501",,,,,
W,F,65-90,"FISH, GAME & PARKING ENFORCEMENT",ASBESTOSIS,0,<5,,,
,,,"[0]383, 384, [8]423, [9]423","[0]J61, [9]501",,,,,
W,M,65-90,"FISH, GAME & PARKING ENFORCEMENT",ASBESTOSIS,0,<5,,,
,,,"[0]383, 384, [8]423, [9]423","[0]J61, [9]501",,,,,
B,F,65-90,"BAILIFF, CORRECTIONAL OFFICERS, JAILERS INC. SUPERVISORS",ASBESTOSIS,0,<5,,,
,,,"[0]370, 380, [8]415, 424, [9]415, 423, 424","[0]J61, [9]501",,,,,
B,M,65-90,"BAILIFF, CORRECTIONAL OFFICERS, JAILERS INC. SUPERVISORS",ASBESTOSIS,0,<5,,,
,,,"[0]370, 380, [8]415, 424, [9]415, 423, 424","[0]J61, [9]501",,,,,
W,F,65-90,"BAILIFF, CORRECTIONAL OFFICERS, JAILERS INC. SUPERVISORS",ASBESTOSIS,0,<5,,,
,,,"[0]370, 380, [8]415, 424, [9]415, 423, 424","[0]J61, [9]501",,,,,
W,M,65-90,"BAILIFF, CORRECTIONAL OFFICERS, JAILERS INC. SUPERVISORS",ASBESTOSIS,0,<5,,,
,,,"[0]370, 380, [8]415, 424, [9]415, 423, 424","[0]J61, [9]501",,,,,
B,F,65-90,GUARDS,ASBESTOSIS,0,<5,,,
,,,"[0]390-395, 386, [8]425-427, [9]425-427","[0]J61, [9]501",,,,,
B,M,65-90,GUARDS,ASBESTOSIS,0,<5,,,
,,,"[0]390-395, 386, [8]425-427, [9]425-427","[0]J61, [9]501",,,,,
W,F,65-90,GUARDS,ASBESTOSIS,0,<5,,,
,,,"[0]390-395, 386, [8]425-427, [9]425-427","[0]J61, [9]501",,,,,
W,M,65-90,GUARDS,ASBESTOSIS,93,<5,,11,337
,,,"[0]390-395, 386, [8]425-427, [9]425-427","[0]J61, [9]501",,,,,
B,F,65-90,CROSSING GUARDS,ASBESTOSIS,0,<5,,,
,,,"[0]394, [8]425, [9]425","[0]J61, [9]501",,,,,
B,M,65-90,CROSSING GUARDS,ASBESTOSIS,0,<5,,,
,,,"[0]394, [8]425, [9]425","[0]J61, [9]501",,,,,
W,F,65-90,CROSSING GUARDS,ASBESTOSIS,0,<5,,,
,,,"[0]394, [8]425, [9]425","[0]J61, [9]501",,,,,
